incident_id,probability,is_real_incident,last_order_end,after_order_start,gap_minutes,total_after_distance_km,max_jump_distance_km,mean_speed_kmh,median_speed_kmh,max_speed_kmh,bearing_changes,static_segments_ratio,radius_from_start_m,coordinate_stability_m,return_count,after_order_start_hour,after_track_duration_minutes,bearing_changes_ratio,full_stop_count,linearity
24180,0,0,0001-01-01T00:00:00,2025-03-09T20:51:27.661000,1064619171.4610168,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,7,20,7.71,0.0,5,0
24179,0,1,0001-01-01T00:00:00,2025-03-09T19:44:23.806000,1064619104.3967667,0.11,0.012,0.29,0.07,6.56,18,0.962,36.09,9.34,51,19,74.18,0.353,49,0.219
24178,0,0,0001-01-01T00:00:00,2025-03-09T20:53:43.802000,1064619173.7300334,0.003,0.001,1.14,0.04,5.62,0,0.8,2.71,1.1,4,20,3.52,0.0,2,0.811
24177,0,0,0001-01-01T00:00:00,2025-03-09T16:57:02.696000,1064618937.0449333,324.781,18.164,61.17,0.07,568.0,17,0.589,18807.52,7752.4,59,16,240.25,0.104,60,0.036
24176,0,0,0001-01-01T00:00:00,2025-03-09T20:49:59.434000,1064619169.9905666,0.067,0.034,13.49,0.53,52.87,2,0.5,29.72,14.0,3,20,6.04,0.667,2,0.23
24175,0,0,0001-01-01T00:00:00,2025-03-09T20:46:04.772000,1064619166.0795333,0.001,0.001,2.93,0.01,17.58,0,0.833,0.62,0.25,6,20,8.16,0.0,3,0.278
24174,70,0,0001-01-01T00:00:00,2025-03-09T20:21:15.503000,1064619141.2583833,1.82,0.967,3.59,0.76,28.39,2,0.6,989.82,322.51,0,20,31.96,0.143,9,0.542
24173,70,0,0001-01-01T00:00:00,2025-03-09T19:44:50.641000,1064619104.8440167,1.359,0.33,8.39,0.16,290.72,12,0.783,417.49,101.03,36,19,66.63,0.267,26,0.023
24172,0,0,0001-01-01T00:00:00,2025-03-09T20:43:46.576000,1064619163.7762666,0.223,0.151,0.98,0.01,4.56,0,0.714,221.59,96.84,2,20,7.59,0.0,2,0.996
24171,0,0,0001-01-01T00:00:00,2025-03-09T20:45:02.299000,1064619165.0383167,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,5,20,5.72,0.0,3,0
24169,0,0,0001-01-01T00:00:00,2025-03-09T20:11:29.016000,1064619131.4836,0.028,0.003,0.05,0.04,0.35,5,1.0,5.5,2.07,22,20,39.11,0.227,20,0.103
24168,0,0,0001-01-01T00:00:00,2025-03-09T16:09:23.848000,1064618889.3974667,692.745,48.495,148.02,0.0,1472.98,12,0.65,48729.33,16713.77,80,16,280.69,0.086,91,0.012
24167,45,0,0001-01-01T00:00:00,2025-03-09T16:47:59.327000,1064618927.9887834,0.413,0.251,0.1,0.0,7.71,1,0.984,400.59,76.28,114,16,242.01,0.008,118,0.97
24165,65,0,0001-01-01T00:00:00,2025-03-09T20:05:38.260000,1064619125.6376667,0.398,0.398,0.64,0.0,23.52,2,0.973,397.54,193.62,13,20,42.73,0.056,23,1.0
24164,0,0,0001-01-01T00:00:00,2025-03-09T20:43:52.210000,1064619163.8701667,0.004,0.003,0.03,0.0,0.22,0,1.0,3.29,1.46,8,20,5.06,0.0,3,0.819
24163,0,0,0001-01-01T00:00:00,2025-03-09T20:08:31.984000,1064619128.5330666,0.032,0.006,0.04,0.03,0.17,4,1.0,7.16,2.59,23,20,38.76,0.174,20,0.193
24162,0,0,0001-01-01T00:00:00,2025-03-08T16:35:30.942000,1064617475.5157,3504.045,49.742,129.19,0.0,2126.04,51,0.718,50263.77,16366.2,133,16,1690.49,0.056,646,0.002
24161,0,0,0001-01-01T00:00:00,2025-03-09T20:37:27.476000,1064619157.4579333,0.004,0.001,0.12,0.04,0.41,3,1.0,0.95,0.36,6,20,7.84,0.5,4,0.042
24160,0,0,0001-01-01T00:00:00,2025-03-09T20:08:06.031000,1064619128.1005167,0.217,0.202,0.29,0.01,6.17,4,0.957,203.21,82.12,17,20,35.54,0.182,17,0.931
24159,60,0,0001-01-01T00:00:00,2025-03-09T19:40:58.164000,1064619100.9694,1.394,0.68,1.95,0.53,43.06,0,0.848,679.59,244.43,0,19,61.07,0.0,26,0.357
24157,0,0,0001-01-01T00:00:00,2025-03-09T16:15:12.972000,1064618895.2162,29.959,12.214,11.95,0.1,717.53,28,0.857,16136.48,4304.37,161,16,261.91,0.13,140,0.463
24156,45,0,0001-01-01T00:00:00,2025-03-09T17:25:40.809000,1064618965.6801499,0.365,0.134,0.13,0.06,4.14,25,0.972,174.35,28.56,105,17,192.07,0.231,98,0.478
24155,0,0,0001-01-01T00:00:00,2025-03-09T20:24:54.542000,1064619144.9090333,0.18,0.073,0.61,0.01,2.93,1,0.727,177.94,74.62,5,20,12.9,0.1,4,0.989
24154,0,0,0001-01-01T00:00:00,2025-03-09T20:14:58.064000,1064619134.9677334,0.205,0.11,0.52,0.01,3.86,2,0.857,201.13,81.4,7,20,21.62,0.154,9,0.98
24152,55,0,0001-01-01T00:00:00,2025-03-09T20:19:42.809000,1064619139.7134833,0.333,0.227,3.56,0.01,20.99,2,0.789,331.29,99.9,12,20,16.54,0.105,6,0.996
24151,0,0,0001-01-01T00:00:00,2025-03-09T20:24:03.576000,1064619144.0596,0.205,0.205,1.04,0.0,6.2,0,0.833,205.01,101.08,2,20,12.04,0.0,5,0.997
24149,0,0,0001-01-01T00:00:00,2025-03-09T20:30:09.816000,1064619150.1636001,0.001,0.001,0.23,0.0,1.99,0,0.889,0.79,0.29,8,20,4.91,0.0,2,0.376
24148,0,0,0001-01-01T00:00:00,2025-03-09T20:24:55.294000,1064619144.9215666,0.004,0.003,0.02,0.01,0.1,1,1.0,3.68,1.19,5,20,9.91,0.2,6,0.886
24147,0,0,0001-01-01T00:00:00,2025-03-09T20:25:36.060000,1064619145.601,0.002,0.001,0.06,0.0,0.45,2,1.0,1.53,0.55,7,20,7.98,0.286,4,0.792
24146,55,0,0001-01-01T00:00:00,2025-03-09T17:25:56.076000,1064618965.9346,0.624,0.117,0.27,0.09,6.67,27,0.95,195.86,40.99,92,17,186.78,0.273,90,0.313
24145,65,0,0001-01-01T00:00:00,2025-03-09T20:14:25.488000,1064619134.4248,1.978,1.978,9.86,0.0,59.13,0,0.833,1978.44,974.9,1,20,16.86,0.0,4,1.0
24144,55,0,0001-01-01T00:00:00,2025-03-09T14:23:30.484000,1064618783.5080667,0.863,0.471,0.15,0.02,14.43,68,0.975,700.51,93.21,187,14,367.81,0.345,189,0.811
24143,60,0,0001-01-01T00:00:00,2025-03-09T20:21:15.503000,1064619141.2583833,1.006,0.967,7.39,0.59,28.39,2,0.75,972.97,471.39,0,20,9.89,0.667,3,0.967
24142,0,0,0001-01-01T00:00:00,2025-03-09T20:26:32.384000,1064619146.5397334,0.001,0.0,0.04,0.01,0.2,1,1.0,0.38,0.15,4,20,3.56,0.25,2,0.539
24141,0,0,0001-01-01T00:00:00,2025-03-08T16:35:30.942000,1064617475.5157,3404.347,49.582,127.11,0.0,2126.04,51,0.719,50263.77,16311.76,133,16,1674.48,0.056,641,0.001
24139,0,0,0001-01-01T00:00:00,2025-03-09T14:19:49.037000,1064618779.8172834,472.51,26.034,70.43,0.0,1117.7,8,0.61,21566.56,9402.94,101,14,370.13,0.03,137,0.043
24138,0,1,0001-01-01T00:00:00,2025-03-09T20:11:23.904000,1064619131.3984,0.221,0.219,0.76,0.01,6.81,2,0.889,219.18,109.65,3,20,17.67,0.25,8,0.994
24137,0,0,0001-01-01T00:00:00,2025-03-09T20:22:51.304000,1064619142.8550667,0.26,0.14,1.63,0.0,4.34,0,0.6,257.58,95.06,1,20,5.88,0.0,1,0.992
24136,45,0,0001-01-01T00:00:00,2025-03-09T18:32:18.805000,1064619032.3134167,0.389,0.304,0.21,0.04,9.57,14,0.984,309.15,83.95,55,18,114.47,0.233,58,0.794
24134,70,0,0001-01-01T00:00:00,2025-03-08T18:14:20.364000,1064617574.3393999,3.54,2.02,0.27,0.04,77.52,206,0.994,1897.9,144.84,789,18,1571.25,0.24,787,0.536
24133,70,0,0001-01-01T00:00:00,2025-03-09T11:07:16.113000,1064618587.26855,4.273,2.06,1.02,0.01,139.74,101,0.944,1912.09,282.51,464,11,557.47,0.171,295,0.441
24132,45,0,0001-01-01T00:00:00,2025-03-09T20:19:23.251000,1064619139.3875166,0.324,0.321,4.08,0.06,16.18,0,0.75,321.2,127.44,0,20,5.98,0.0,3,0.984
24131,45,0,0001-01-01T00:00:00,2025-03-09T20:09:53.339000,1064619129.8889832,0.426,0.294,1.37,0.0,9.07,3,0.727,386.6,158.15,3,20,13.73,0.3,5,0.907
24130,45,1,0001-01-01T00:00:00,2025-03-09T14:23:30.484000,1064618783.5080667,0.393,0.131,0.08,0.03,5.16,68,0.979,231.09,37.04,187,14,359.79,0.352,186,0.588
24129,0,0,0001-01-01T00:00:00,2025-03-09T19:46:21.937000,1064619106.3656166,123.12,49.713,201.37,6.78,1471.45,1,0.444,40841.27,13834.94,6,19,36.75,0.059,8,0.001
24127,0,0,0001-01-01T00:00:00,2025-03-09T20:14:27.514000,1064619134.4585667,0.002,0.001,0.01,0.0,0.03,1,1.0,0.79,0.28,7,20,7.08,0.143,4,0.077
24126,65,0,0001-01-01T00:00:00,2025-03-09T15:15:09.658000,1064618835.1609666,0.105,0.105,0.02,0.0,3.13,0,0.994,104.87,49.57,107,15,305.93,0.0,159,1.0
24125,0,0,0001-01-01T00:00:00,2025-03-08T19:14:39.384000,1064617634.6564001,32.96,9.75,1.38,0.0,362.99,40,0.908,9719.43,2795.32,566,19,1505.92,0.051,712,0.015
24124,45,0,0001-01-01T00:00:00,2025-03-09T16:36:08.275000,1064618916.1379167,0.649,0.177,0.2,0.1,5.25,32,0.983,229.76,98.65,40,16,222.74,0.274,112,0.346
24123,0,0,0001-01-01T00:00:00,2025-03-09T20:16:07.896000,1064619136.1316,0.0,0.0,0.01,0.01,0.01,0,1.0,0.27,0.14,0,20,1.99,0,1,1.0
24122,55,1,0001-01-01T00:00:00,2025-03-09T19:44:50.641000,1064619104.8440167,0.635,0.179,12.43,0.14,290.72,8,0.76,392.41,104.06,19,19,32.93,0.333,12,0.385
24120,0,0,0001-01-01T00:00:00,2025-03-09T18:13:08.483000,1064619013.1413834,0.235,0.147,0.12,0.03,4.49,14,0.985,158.99,32.66,61,18,121.0,0.219,60,0.677
24119,0,0,0001-01-01T00:00:00,2025-03-08T16:35:30.942000,1064617475.5157,3290.702,49.582,124.64,0.0,2126.04,49,0.722,50263.77,16248.0,133,16,1656.44,0.055,637,0.002
24118,0,0,0001-01-01T00:00:00,2025-03-09T19:15:45.777000,1064619075.7629501,0.049,0.013,0.23,0.03,5.9,4,0.968,13.56,2.84,30,19,54.48,0.133,28,0.218
24117,60,0,0001-01-01T00:00:00,2025-03-09T19:58:43.599000,1064619118.72665,1.008,1.001,3.1,0.1,12.21,0,0.75,1005.65,489.86,0,19,8.95,0.0,2,0.998
24116,45,0,0001-01-01T00:00:00,2025-03-09T20:00:02.313000,1064619120.03855,0.275,0.154,14.02,0.9,76.62,3,0.5,269.85,108.76,1,20,7.42,0.6,2,0.98
24115,45,0,0001-01-01T00:00:00,2025-03-08T19:02:20.183000,1064617622.3363833,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1232,19,1504.9,0.0,891,0
24114,0,0,0001-01-01T00:00:00,2025-03-09T19:46:21.937000,1064619106.3656166,21.886,10.418,61.75,4.95,275.78,0,0.5,10068.66,4229.87,5,19,20.69,0.0,5,0.003
24112,0,0,0001-01-01T00:00:00,2025-03-09T19:58:35.870000,1064619118.5978334,0.001,0.0,0.01,0.01,0.01,1,1.0,0.4,0.19,4,19,7.79,0.25,4,0.46
24111,60,0,0001-01-01T00:00:00,2025-03-09T19:40:58.164000,1064619100.9694,1.098,0.68,3.71,0.67,43.06,0,0.733,679.59,231.15,0,19,25.06,0.0,9,0.409
24110,45,1,0001-01-01T00:00:00,2025-03-09T16:12:18.779000,1064618892.3129833,0.437,0.268,0.12,0.02,8.19,23,0.991,357.84,58.55,109,16,233.05,0.205,111,0.819
24109,0,0,0001-01-01T00:00:00,2025-03-09T14:19:49.037000,1064618779.8172834,418.861,26.034,66.67,0.0,1117.7,8,0.648,21566.56,9320.16,101,14,344.28,0.033,136,0.022
24108,0,0,0001-01-01T00:00:00,2025-03-09T19:59:47.454000,1064619119.7909,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,3,19,4.04,0.0,2,0
24107,0,1,0001-01-01T00:00:00,2025-03-09T11:49:11.088000,1064618629.1847999,52.571,9.332,5.66,0.12,381.51,63,0.797,8906.66,1490.97,14,11,491.8,0.175,257,0.029
24106,0,0,0001-01-01T00:00:00,2025-03-09T16:49:10.483000,1064618929.1747167,0.068,0.018,0.02,0.01,0.55,28,1.0,25.0,9.7,99,16,191.23,0.283,97,0.369
24105,0,0,0001-01-01T00:00:00,2025-03-08T15:39:22.039000,1064617419.3673167,6670.585,58.879,235.47,7.13,1794.4,101,0.426,69974.61,23111.85,27,15,1699.35,0.119,361,0.006
24103,0,0,0001-01-01T00:00:00,2025-03-09T19:49:18.015000,1064619109.3002499,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,6,19,7.89,0.0,4,0
24102,0,0,0001-01-01T00:00:00,2025-03-09T19:49:12.960000,1064619109.216,0.002,0.0,0.08,0.01,0.55,2,1.0,0.4,0.24,9,19,8.75,0.222,5,0.113
24101,0,0,0001-01-01T00:00:00,2025-03-09T19:49:30.817000,1064619109.5136167,0.001,0.0,0.08,0.01,0.24,4,1.0,0.35,0.15,5,19,6.81,0.8,3,0.33
24100,0,0,0001-01-01T00:00:00,2025-03-09T19:46:21.493000,1064619106.3582166,0.008,0.003,1.89,0.15,10.36,1,0.833,4.34,1.92,5,19,6.83,0.2,3,0.543
24099,0,0,0001-01-01T00:00:00,2025-03-08T15:39:22.039000,1064617419.3673167,6670.315,58.879,236.3,7.14,1794.4,99,0.428,69974.61,23117.34,27,15,1693.33,0.117,361,0.006
24098,0,0,0001-01-01T00:00:00,2025-03-09T19:02:52.652000,1064619062.8775333,0.197,0.15,0.62,0.02,12.53,7,0.935,165.82,46.75,27,19,49.82,0.233,24,0.84
24097,0,0,0001-01-01T00:00:00,2025-03-08T16:35:30.942000,1064617475.5157,3176.359,49.582,122.23,0.0,2126.04,48,0.727,50263.77,16182.3,133,16,1636.41,0.054,635,0.002
24096,0,0,0001-01-01T00:00:00,2025-03-09T19:47:32.934000,1064619107.5489,0.003,0.002,0.05,0.05,0.07,0,1.0,2.72,1.13,1,19,3.61,0.0,2,1.0
24095,0,0,0001-01-01T00:00:00,2025-03-09T19:44:39.888000,1064619104.6648,0.009,0.006,0.23,0.05,0.91,0,1.0,8.65,3.69,4,19,6.1,0.0,3,0.957
24093,0,0,0001-01-01T00:00:00,2025-03-09T13:49:13.468000,1064618749.2244667,496.754,52.11,87.75,0.0,3234.92,23,0.834,50854.28,14580.74,49,13,361.06,0.075,183,0.022
24092,45,0,0001-01-01T00:00:00,2025-03-09T10:10:48.637000,1064618530.8106167,0.375,0.127,0.04,0.0,3.73,3,0.983,301.34,143.02,181,10,579.19,0.01,285,0.803
24090,0,0,0001-01-01T00:00:00,2025-03-09T19:42:13.328000,1064619102.2221334,0.025,0.01,0.64,0.2,2.34,0,0.667,17.6,8.04,5,19,6.05,0.0,3,0.697
24089,0,0,0001-01-01T00:00:00,2025-03-09T19:42:35.564000,1064619102.5927334,0.001,0.0,0.04,0.0,0.23,2,1.0,0.26,0.13,6,19,4.79,0.333,3,0.059
24088,45,0,0001-01-01T00:00:00,2025-03-09T19:40:58.164000,1064619100.9694,0.73,0.68,8.91,0.67,43.06,0,0.8,679.59,316.47,0,19,5.05,0.0,2,0.922
24087,45,0,0001-01-01T00:00:00,2025-03-09T19:38:46.156000,1064619098.7692666,0.556,0.337,434.42,3.49,2211.44,0,0.5,550.59,251.85,1,19,7.22,0.0,3,0.984
24086,70,0,0001-01-01T00:00:00,2025-03-09T12:08:45.068000,1064618648.7511333,7.545,0.529,0.99,0.04,15.34,47,0.818,3119.57,930.0,43,12,456.3,0.195,188,0.209
24085,55,0,0001-01-01T00:00:00,2025-03-09T10:43:10.022000,1064618563.1670334,0.506,0.41,0.45,0.0,35.47,5,0.97,419.76,44.06,267,10,540.87,0.019,262,0.83
24084,70,0,0001-01-01T00:00:00,2025-03-09T16:16:53.212000,1064618896.8868667,3.618,0.472,1.1,0.58,14.07,26,0.714,334.12,63.62,105,16,206.58,0.234,80,0.02
24083,0,0,0001-01-01T00:00:00,2025-03-09T19:35:26.217000,1064619095.4369501,0.002,0.001,0.03,0.01,0.19,1,1.0,0.86,0.31,6,19,7.65,0.167,4,0.12
24082,0,0,0001-01-01T00:00:00,2025-03-08T15:39:22.039000,1064617419.3673167,6669.89,58.879,237.69,7.14,1794.4,97,0.428,69974.61,23124.23,27,15,1683.33,0.116,359,0.006
24081,70,0,0001-01-01T00:00:00,2025-03-09T13:16:11.400000,1064618716.19,2.237,0.164,0.35,0.18,5.06,48,0.92,411.44,104.74,147,13,384.2,0.257,173,0.006
24080,0,0,0001-01-01T00:00:00,2025-03-09T19:36:33.749000,1064619096.5624833,0.001,0.0,0.0,0.0,0.01,1,1.0,0.35,0.17,5,19,5.85,0.2,3,0.244
24079,60,0,0001-01-01T00:00:00,2025-03-08T14:53:37.426000,1064617373.6237667,1.454,0.01,0.07,0.05,18.04,220,0.999,13.34,4.88,872,14,1728.62,0.252,869,0.003
24078,70,0,0001-01-01T00:00:00,2025-03-09T13:58:24.064000,1064618758.4010667,1.252,0.22,0.38,0.0,17.02,11,0.913,351.85,81.25,334,13,343.34,0.029,190,0.281
24077,0,0,0001-01-01T00:00:00,2025-03-09T19:03:47.199000,1064619063.78665,0.018,0.002,0.02,0.02,0.06,3,1.0,3.25,1.42,22,19,37.71,0.136,19,0.125
24076,70,0,0001-01-01T00:00:00,2025-03-09T10:07:34.065000,1064618527.5677501,2.925,0.818,0.26,0.0,23.93,30,0.951,839.94,55.7,256,10,571.45,0.115,250,0.031
24075,70,0,0001-01-01T00:00:00,2025-03-09T14:45:38.923000,1064618805.6487166,2.002,0.44,0.46,0.11,12.9,19,0.917,385.49,83.79,121,14,295.13,0.145,121,0.031
24074,45,0,0001-01-01T00:00:00,2025-03-09T17:29:03.831000,1064618969.06385,23.218,23.218,118730.95,0.0,949847.64,0,0.875,23218.5,9616.55,5,17,129.36,0.0,7,1.0
24073,0,0,0001-01-01T00:00:00,2025-03-09T19:28:07.239000,1064619088.1206499,0.005,0.002,0.03,0.02,0.07,1,1.0,3.52,1.34,5,19,9.03,0.2,4,0.589
24072,70,0,0001-01-01T00:00:00,2025-03-08T13:31:52.360000,1064617291.8726667,1.042,0.436,0.03,0.0,13.31,9,0.996,798.47,46.09,943,13,1802.11,0.01,943,0.766
24071,70,0,0001-01-01T00:00:00,2025-03-09T16:16:53.212000,1064618896.8868667,3.503,0.472,1.11,0.58,14.07,26,0.713,334.12,63.83,101,16,194.13,0.243,77,0.012
24070,0,0,0001-01-01T00:00:00,2025-03-09T19:28:44.019000,1064619088.73365,0.001,0.0,0.0,0.0,0.01,2,1.0,0.2,0.11,4,19,3.84,0.5,2,0.345
24069,0,0,0001-01-01T00:00:00,2025-03-09T13:49:13.468000,1064618749.2244667,393.661,52.11,73.69,0.0,3234.92,21,0.842,50817.98,13460.12,49,13,342.76,0.072,175,0.026
24068,45,0,0001-01-01T00:00:00,2025-03-09T17:04:18.880000,1064618944.3146666,0.707,0.377,0.31,0.04,11.35,18,0.962,373.62,88.18,73,17,147.72,0.231,73,0.505
24067,55,0,0001-01-01T00:00:00,2025-03-09T15:35:30.511000,1064618855.5085167,0.631,0.148,0.18,0.07,5.2,34,0.976,282.62,86.39,107,15,235.97,0.274,118,0.447
24066,0,0,0001-01-01T00:00:00,2025-03-09T19:24:03.508000,1064619084.0584667,0.002,0.001,0.15,0.02,0.88,4,1.0,0.63,0.33,10,19,7.38,0.4,3,0.174
24064,65,0,0001-01-01T00:00:00,2025-03-09T19:26:14.762000,1064619086.2460333,0.431,0.431,70.31,0.0,492.18,2,0.857,430.66,207.76,1,19,4.02,0.333,2,1.0
24061,0,0,0001-01-01T00:00:00,2025-03-09T19:15:56.531000,1064619075.9421833,0.119,0.06,5.2,0.02,76.0,7,0.75,110.86,27.49,3,19,10.24,0.304,5,0.918
24060,0,0,0001-01-01T00:00:00,2025-03-09T19:19:26.047000,1064619079.4341166,0.004,0.001,3.09,0.27,20.22,1,0.857,1.07,0.52,7,19,5.08,0.143,1,0.1
24059,60,0,0001-01-01T00:00:00,2025-03-09T14:45:38.923000,1064618805.6487166,1.443,0.362,0.35,0.11,10.39,19,0.927,321.49,55.97,118,14,275.18,0.154,115,0.223
24058,0,0,0001-01-01T00:00:00,2025-03-09T19:18:22.261000,1064619078.3710167,0.001,0.0,0.01,0.01,0.02,0,1.0,0.75,0.32,2,19,3.8,0.0,2,0.992
24057,55,0,0001-01-01T00:00:00,2025-03-09T17:47:21.598000,1064618987.3599666,0.622,0.122,0.41,0.07,3.57,5,0.863,200.95,67.0,24,17,92.63,0.1,41,0.157
24056,55,1,0001-01-01T00:00:00,2025-03-09T18:44:45.478000,1064619044.7579666,0.406,0.105,0.63,0.02,3.35,5,0.8,341.21,129.67,14,18,33.06,0.263,13,0.838
24055,0,0,0001-01-01T00:00:00,2025-03-09T18:42:53.012000,1064619042.8835334,0.018,0.011,0.06,0.01,0.71,5,1.0,13.4,5.3,24,18,34.85,0.208,17,0.733
24054,45,0,0001-01-01T00:00:00,2025-03-09T19:05:18.550000,1064619065.3091667,0.269,0.13,2.53,0.54,12.74,2,0.625,264.64,96.24,4,19,11.5,0.286,4,0.983
24053,70,0,0001-01-01T00:00:00,2025-03-09T12:21:45.789000,1064618661.76315,2.207,0.441,0.32,0.0,13.19,20,0.923,391.38,93.03,167,12,414.96,0.097,191,0.008
24052,45,0,0001-01-01T00:00:00,2025-03-09T17:47:05.730000,1064618987.0955001,0.447,0.127,0.26,0.05,3.87,12,0.897,167.99,36.63,55,17,88.29,0.211,40,0.158
24051,0,0,0001-01-01T00:00:00,2025-03-09T19:10:10.589000,1064619070.1764833,0.001,0.0,0.01,0.0,0.01,0,1.0,0.85,0.34,4,19,4.28,0.0,2,0.937
24050,0,0,0001-01-01T00:00:00,2025-03-09T18:20:01.849000,1064619020.0308167,0.069,0.031,0.07,0.02,0.94,7,1.0,55.51,20.0,31,18,54.0,0.226,27,0.808
24048,0,0,0001-01-01T00:00:00,2025-03-09T13:49:13.468000,1064618749.2244667,276.462,52.11,50.19,0.0,3023.66,20,0.869,50805.67,11242.24,48,13,324.8,0.073,168,0.039
24047,0,0,0001-01-01T00:00:00,2025-03-08T15:39:22.039000,1064617419.3673167,6668.203,58.879,242.25,7.16,1794.4,96,0.422,69974.61,23127.14,27,15,1651.24,0.117,347,0.006
24046,0,0,0001-01-01T00:00:00,2025-03-09T19:03:23.616000,1064619063.3936,0.008,0.003,0.06,0.07,0.12,0,1.0,5.77,2.38,5,19,7.69,0.0,4,0.594
24045,0,0,0001-01-01T00:00:00,2025-03-09T10:26:58.744000,1064618546.9790667,114.915,29.393,11.64,0.0,425.54,23,0.925,37735.19,7239.07,235,10,523.88,0.091,235,0.0
24044,0,1,0001-01-01T00:00:00,2025-03-09T19:01:42.856000,1064619061.7142667,0.001,0.0,0.94,0.01,6.71,2,0.875,0.35,0.15,7,19,7.58,0.286,4,0.209
24043,0,0,0001-01-01T00:00:00,2025-03-09T19:04:00.612000,1064619064.0102,0.001,0.001,0.08,0.01,0.39,0,1.0,0.36,0.18,4,19,3.96,0.0,2,0.238
24042,60,0,0001-01-01T00:00:00,2025-03-09T12:38:32.033000,1064618678.5338833,0.715,0.715,0.14,0.0,44.54,0,0.997,715.43,78.63,318,12,389.28,0.0,229,1.0
24041,70,1,0001-01-01T00:00:00,2025-03-09T17:01:50.612000,1064618941.8435333,1.467,0.963,9.74,0.0,565.64,0,0.908,1408.25,375.7,59,17,122.97,0.0,57,0.96
24039,70,0,0001-01-01T00:00:00,2025-03-08T10:27:41.175000,1064617107.6862501,2.284,0.493,0.09,0.02,27.45,123,0.994,931.81,51.86,1022,10,1958.28,0.12,1021,0.408
24037,70,0,0001-01-01T00:00:00,2025-03-08T12:24:20.587000,1064617224.3431166,12.229,0.148,0.4,0.28,4.54,266,0.931,349.55,41.86,910,12,1838.93,0.284,861,0.001
24036,0,0,0001-01-01T00:00:00,2025-03-09T18:56:30.914000,1064619056.5152334,0.02,0.008,1.18,0.38,3.81,0,0.75,7.95,4.52,3,18,4.84,0.0,2,0.317
24035,0,0,0001-01-01T00:00:00,2025-03-08T15:39:22.039000,1064617419.3673167,6667.776,58.879,243.72,7.16,1794.4,92,0.421,69974.61,23124.03,27,15,1641.59,0.113,344,0.006
24034,70,0,0001-01-01T00:00:00,2025-03-09T16:30:04.479000,1064618910.0746499,1.14,0.309,0.41,0.02,9.53,16,0.953,306.74,108.41,61,16,150.38,0.188,73,0.009
24031,45,1,0001-01-01T00:00:00,2025-03-09T14:21:52.678000,1064618781.8779666,0.56,0.155,0.12,0.07,4.75,48,0.993,157.19,22.37,140,14,277.7,0.336,141,0.281
24030,45,0,0001-01-01T00:00:00,2025-03-09T18:43:25.865000,1064619043.4310833,0.412,0.354,3.09,0.0,30.06,4,0.786,410.68,152.35,11,18,16.07,0.286,5,0.996
24029,0,0,0001-01-01T00:00:00,2025-03-09T18:47:35.011000,1064619047.5835167,16.939,4.546,84.89,122.5,139.8,0,0.333,12744.59,5299.27,0,18,12.0,0.0,2,0.752
24028,0,0,0001-01-01T00:00:00,2025-03-09T05:32:10.158000,1064618252.1693,640.869,64.691,45.83,0.0,1921.69,4,0.796,53710.87,9207.26,0,5,807.31,0.01,318,0.083
24027,70,0,0001-01-01T00:00:00,2025-03-08T21:46:10.911000,1064617786.1818501,10.028,0.946,0.48,0.21,28.27,111,0.945,702.54,103.69,4,21,1270.0,0.176,595,0.065
24026,0,0,0001-01-01T00:00:00,2025-03-08T16:35:30.942000,1064617475.5157,2917.653,49.582,117.12,0.0,2126.04,48,0.732,50263.77,16018.9,133,16,1582.44,0.056,619,0.003
24025,0,0,0001-01-01T00:00:00,2025-03-09T18:50:42.939000,1064619050.7156501,0.115,0.115,0.36,0.0,3.2,2,0.889,115.16,52.9,5,18,6.23,0.25,2,1.0
24024,70,1,0001-01-01T00:00:00,2025-03-08T12:24:20.587000,1064617224.3431166,12.051,0.148,0.39,0.28,4.54,266,0.932,349.55,41.79,907,12,1831.24,0.285,859,0.013
24023,0,0,0001-01-01T00:00:00,2025-03-09T18:54:23.194000,1064619054.3865666,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,18,0.39,0,0,0
24022,0,0,0001-01-01T00:00:00,2025-03-09T13:49:13.468000,1064618749.2244667,156.419,50.045,28.67,0.0,2919.54,18,0.888,49903.99,7817.12,48,13,304.82,0.07,160,0.068
24021,0,0,0001-01-01T00:00:00,2025-03-09T17:53:38.507000,1064618993.6417834,0.235,0.199,1.23,0.02,25.07,5,0.952,208.07,42.55,0,17,57.45,0.25,19,0.867
24020,45,0,0001-01-01T00:00:00,2025-03-09T17:49:34.288000,1064618989.5714667,0.703,0.219,0.64,0.0,6.7,4,0.818,255.81,58.47,30,17,60.04,0.125,24,0.05
24019,0,0,0001-01-01T00:00:00,2025-03-09T18:19:31.948000,1064619019.5324667,0.161,0.081,0.25,0.02,2.51,1,0.95,155.33,57.29,14,18,29.88,0.053,14,0.965
24017,70,1,0001-01-01T00:00:00,2025-03-09T08:49:24.231000,1064618449.4038501,4.232,0.612,0.42,0.03,18.06,61,0.889,397.2,78.38,198,8,597.81,0.207,263,0.011
